,count,hate_speech,offensive_language,neither,class,tweet
23342,3,0,3,0,1,Why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;
23343,3,0,3,0,1,Why do bitches put fuck a bio in they bio?... technically u still wrote a bio.
23345,3,0,1,2,2,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
23346,3,1,2,0,1,"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real."
23347,3,1,2,0,1,"Why do people use the eggplant Emoji in reference to a dick? If your dick is purple with a green top, see a doctor bruh."
23348,3,3,0,0,0,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
23349,3,0,3,0,1,Why do some girls feel the need to be bitches for no reason at all
23350,3,0,3,0,1,"Why do some scandalous niggas and hoes hate on a happy relationship? Just let them be happy together, fuck"
23351,3,0,3,0,1,Why do the#teabaggers like this bald asshole complain about how long a bill is? Should we just draw you morons pictures. #morningjoe
23352,3,0,0,3,2,Why do visiting teams WHINE about right field as if it is longer for their batters. #Yankees #YankeeStadium
23353,3,0,3,0,1,Why do yall bitches act so childish
23354,3,0,2,1,1,Why does @Drake like Serena Williams? She looks like a tranny
23355,3,0,1,2,2,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe"
23356,3,0,3,0,1,Why does this bitch on the olympics have a giant band aid on that looks like MIA designed it for american apparel?
23357,3,2,1,0,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
23358,3,0,3,0,1,"Why don't you text your own mom, dumb bitch."
23359,3,0,3,0,1,Why everybody so hype to see these famous people naked y'all hoes just alike they just got money &#128557;
23360,3,0,3,0,1,Why everybody talking about Rihanna nudes like she super cold naked? Just cuz she famous huh? That hoe built like a bubble gum swirl!!
23361,3,0,3,0,1,Why give a bitch an inch when she rather have 9 &#128520;
23362,6,0,6,0,1,Why give a bitch ur heart when she'd rather have a purse. Why give a bitch an inch when she'd rather have 9. These hoes aint loyal #lilwayne
23363,3,0,3,0,1,Why he try say alexi stole Jo bitch lmao
23364,3,0,3,0,1,"Why hella bitches act like they got everything they have on they own, like no bitch you had some form of assistance"
23365,3,0,3,0,1,Why is @red_is_raw such a bitch? I mean who gets mild salsa? His father should be ashamed...
23366,3,0,2,1,1,Why is Baltimore so damn ghetto &#128514;
23367,3,0,0,3,2,Why is all these artist and new ones making so much trash?
23368,3,0,3,0,1,Why is it always the fat bitches talking shit?
23369,3,0,3,0,1,Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth
23370,3,0,0,3,2,Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging
23371,3,0,3,0,1,Why is my phone being a fucking bitch
23372,3,1,2,0,1,Why is that most of the niggas/bitches I use to fw like to sub me ? &#128514;&#128557;
23373,3,0,3,0,1,Why is this bitch throwing condoms? Lmao
23374,3,0,3,0,1,Why isn't Rogers in the game? What a pussy! No heart. Not tough. Where's the out cry? Oh he's really hurt? No excuse. Cutler's tougher...
23375,3,0,3,0,1,Why niccas be hating tho lol .. Let me live homie
23376,3,0,0,3,2,"Why no boycott of racist ""redskins""?
#Redskins
#ChangeTheName
#ChangeTheMascot"
23377,3,0,3,0,1,Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back
23378,3,1,2,0,1,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost
23379,3,0,3,0,1,Why the fuck are the @Yankees throwing batting practice tonight? Holy shit...
23380,3,0,3,0,1,Why the fuck is this bitch calling me for
23381,3,0,3,0,1,"Why the most Ratchet bitches be talkin shit? Y'all got nothing better to do but talk shit, pick up the liq, and hop on a dick."
23382,9,1,8,0,1,Why the wifey type girls single and the hoes being cuffed though?
23383,3,0,3,0,1,Why these bitches be gettin instagrams just to post pictures of other bitches?? i dont get it
23384,3,1,2,0,1,Why these hoes always tryna be Bitches? Don't they know that hoes can't be bitches.. cause they hoes! @yuckhalin
23385,3,0,3,0,1,Why these thirsty bitches trying to hit me up slide out of my kik lmfaoo &#128514;
23386,3,0,3,0,1,Why was Jorge Zimmerman arrested? Do prosecutors have a witness that saw Zimmy attack TrayTray? Are they afraid of the hoodie pussies?
23387,3,1,0,2,2,Why won't we run the ball? Our offensive coordinator is retarded
23388,6,1,5,0,1,Why would I be mad at a bitch who couldn't pass the 10th grade &#128128; I'll wait
23389,3,0,3,0,1,Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler
23390,3,0,3,0,1,Why would you date an ugly girl who is also a huge bitch?
23391,3,0,1,2,2,Why would you think Common is trash? Tf
23392,3,0,3,0,1,Why yall bitches be havin stretch marks on yall upper ass &#128514;&#128557;&#128557;
23393,3,0,2,1,1,"Why yes, functioning tho RT @blaaksuedepumps: Are you retarded?"
23394,3,0,3,0,1,"Why you Worried bout a bitch, weed, clothes,sex, game system, parties,chillin , but no job"
23395,6,0,6,0,1,Why you fuckin wit a niggah if you aint fuckin wit a real niggah
23396,3,1,2,0,1,Why you gotta be such a hoe smh I ain't captain save a hoe !!
23397,3,0,3,0,1,Why you let these hoes tear what we had apart you shud be beware beware
23398,3,0,3,0,1,Why you let these hoes tear what we had right apart
23399,3,0,3,0,1,Why you shouldn't eat pussy unless you love her http://t.co/BkpLT6D9ax
23400,3,0,3,0,1,Why you stressin bout a bitch .
23401,3,0,3,0,1,Why you talking to hoes about bro nem?! &#128548;
23402,3,2,1,0,0,Why you think all these niggas end up with all these kids? Fucking ugly bitches
23403,3,0,3,0,1,Why you worried bout that other hoe? Cuz that other hoe aint worried bout another hoe
23404,3,0,0,3,2,Wicked Oreo
23405,3,0,3,0,1,Wifey had the hoes back then &#128514;&#128514;
23406,3,0,0,3,2,Will Hillary &#8216;dodo-bird&#8217; Be Dems 2016 Candidate To Take Over Obama's Job As US Prez? DoG http://t.co/wFlZyXmVk6 via @worldnetdaily
23407,3,0,0,3,2,Will be interesting to watch how Interlagos grips in this weekend. F1 cars basically the guinea pigs for WEC later this month.
23408,3,0,3,0,1,Will entertaining the hoes smh
23409,3,0,3,0,1,Will you sell that pussy for me ?
23410,3,0,2,1,1,"Will&#8217;s tweets scream &#8220;Look at me, I&#8217;m a pansy ass bitch&#8221; like 5 of the 7 days in a week."
23411,3,1,2,0,1,Wilson a hoe he said that shit 2 years ago
23412,3,0,3,0,1,Winking emoji? I'm about to fuck her right in the pussy
23413,3,1,2,0,1,Winn Dixie is for real niggaz publix is for pussies
23414,3,0,2,1,1,Winter time walking is no hoe !!! ctfu
23415,3,0,3,0,1,Winter weather gon have a niggah in his feelings &#128544;&#128532;&#128527;&#128554;&#128149; .
23416,3,0,3,0,1,Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas
23417,3,0,3,0,1,Wish @alliemathews would stop being lazy and be a little rebellious. Come to Indy bitch titz. @tyler_yost misses you
23418,3,2,1,0,0,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;
23419,3,1,2,0,1,Wish I got hoes like James Bond
23420,3,1,2,0,1,Wish I would let you dig in my pockets ... God bless you w/ breath in your body... Lazy ass bitch get up &amp; start grinding
23421,3,0,3,0,1,Wish i had a bad bitch tonight where they at?
23422,3,0,2,1,1,Wish they'd teach Tracee. RT @kanYeBreast: all chihuahuas do that squinty eye shit. I think it's hilarious.
23423,3,0,3,0,1,With a pussy mullet
23424,6,0,1,5,2,With birds ill share this lonely view
23425,3,0,3,0,1,With my best bitches @nerissaloren @robertenders http://t.co/nsNgQ3q0
23426,3,1,2,0,1,With my partner in crime riri22barbie yesss &#128128; bitch stole my look! Hah #vegasqueens #ladykimora &#128139;&#128139; http://t.co/wXKj826B1E
23427,9,1,7,1,1,"With no babymama drama , side hoes all that ...just fa me n only me !"
23428,3,0,0,3,2,With the birds i share this lonely view..
23429,6,0,5,1,1,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive"
23430,3,0,3,0,1,With yo twatching ass bitch!!
23431,3,0,0,3,2,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge."
23432,3,0,3,0,1,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!
23433,3,0,3,0,1,Wiz khalifa was the most influential rapper in my era. We seem to forget all the trends this nigguh started
23434,3,0,3,0,1,Wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that http://t.co/L2xzrUqwkP
23435,3,0,3,0,1,"Wiz need to go back to the ""yeahhhhhhh bitch"" ""OKKKK"" wiz"
23436,3,0,3,0,1,Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD
23437,3,0,3,0,1,Wizard turned into a hoe after a break up
23438,3,0,3,0,1,Woke up cold thenna bitch n stomach on Flat fr &#128514;&#128514;&#128514; http://t.co/71IVR8ISlK
23439,3,0,3,0,1,Woke up dis morning pockets filled with Xtra pros might slide thru double O tonight n bless the hoes! -- #Peezy
23440,3,0,3,0,1,Woke up feeling like a bitch. Gonna stop acting like a bitch over some weak shit and focus on myself now. Its me time bruh
23441,3,0,3,0,1,"Woke up the next morning like ""why in THEE FUCK did i donate my cheese to these skank hoes"" &#128532;"
23443,3,0,3,0,1,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.
23444,3,0,2,1,1,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
23445,3,0,3,0,1,Women can't do something called live life.Apparently that's being a hoe.
23446,3,0,2,1,1,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
23447,3,0,3,0,1,"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down."
23448,3,1,2,0,1,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die"
23449,3,2,1,0,0,Women who are feminist are the ugly bitches who cant find a man for themselves
23450,3,0,0,3,2,"Won't catch me sneak dissing, thats fo the birds."
23451,3,0,3,0,1,Won't step dad me hoe. Lol
23452,3,0,0,3,2,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.
23453,3,0,2,1,1,"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd"
23454,3,0,3,0,1,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;
23455,3,0,0,3,2,Word to my bird! http://plixi.com/p/60040730
23456,3,0,3,0,1,Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!
23457,3,0,3,0,1,Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh
23458,3,0,3,0,1,Words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.
23459,3,0,3,0,1,"Work ,nigga fuck work!! It's Friday bitches, fuck Friday!! All about Saturday !!! Tomorrow will be epic!!"
23460,3,0,3,0,1,Work be having a bitch enervated and shit.
23461,3,0,3,0,1,Work is such a bitch right now
23462,6,0,6,0,1,Work out hoe http://t.co/zOLMGuj5HK
23463,3,0,3,0,1,Work right now is bitch
23464,3,0,0,3,2,Working Saturday is for the birds #FML
23465,3,0,3,0,1,World War Z is on Netflix yasssss bitch yasssss
23466,3,3,0,0,0,Worlds biggest faggot lol
23467,6,0,6,0,1,"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash"
23468,3,0,0,3,2,Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ
23469,3,0,2,1,1,Would you drink with a nigguh? Do you smoke weed?
23470,3,0,0,3,2,"Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb"
23471,3,1,2,0,1,Would've liked some more backup but I can handle myself against a gang of retards.
23472,3,0,3,0,1,"Wow , that's a stupid bitch &#128514;&#128514;"
23473,3,0,3,0,1,Wow I swear I'm gonna cunt punch you
23474,6,1,5,0,1,Wow fucken Bradley sucks ass. And his coach said this niggah can play for Barcelona hahahahahaha
23475,9,0,9,0,1,"Wow my cuzin dont like lil snupe, this niggah trippin"
23476,3,1,2,0,1,Wow my dad just racked me what a fag
23477,3,0,0,3,2,Wow redskins don't want this
23478,3,0,0,3,2,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant"
23479,3,1,2,0,1,"Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it..."
23480,3,0,0,3,2,Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming
23481,6,0,6,0,1,Wow... RT @TayNic So THIS is why big titties were slandered today?!!&#128545; U bitch! RT @Alyricz: Stop the bullshit ... http://t.co/ghWS4TJT
23482,6,0,6,0,1,Wowwww this bitch is so ratchet holy crap
23483,3,1,2,0,1,Wrote the absolute worst paper of my life last week and still got a B+. Gotta love taking freshman English #retards
23484,3,0,3,0,1,Wtf I look like lying about knowing a bitch for ? If I don't know the hoe I don't know the hoe. TF it's SIMPLE &#128529;
23485,3,0,3,0,1,Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame
23486,3,0,3,0,1,Wtf bitch
23487,3,0,3,0,1,Wtf for real now all these stupid bitches are cutting over some kid smoking pot? I can guarantee over half of them smoke pot themselves #smh
23488,3,0,2,1,1,"Wtf, ""Show me the hoe facts"""
23489,3,0,3,0,1,Wtf... 3 days &amp; 3 nights! If I go another day..... all I know is im going ape shit....
23490,3,0,3,0,1,Wussup pussies ;) #ImBack #NewTwitter
23491,3,0,3,0,1,Wut a bitch
23492,4,0,4,0,1,"Xavier a hoe, he never lookin out.."
23493,3,0,3,0,1,Y Rick such a weak hoe n this season? Not a good look fam
23495,3,0,3,0,1,Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO
23496,3,0,3,0,1,Y u a bitch doe?
23497,3,0,3,0,1,Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me
23498,3,1,2,0,1,Y'all Mfs better believe in karma ... That bitch oh so real
23499,3,0,3,0,1,Y'all all some hoes
23500,3,0,2,1,1,Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;
23501,3,0,3,0,1,"Y'all be giving the pooest bitches so much hype, stop it."
23503,3,0,3,0,1,Y'all be letting ya side bitches in the house y'all trippin
23504,3,0,2,1,1,Y'all bitches FAKE &#128514;&#128557;
23505,3,0,3,0,1,"Y'all bitches be coming up with some dumb shit... What the fuck is ""fleek""? &#128529;"
23506,3,0,3,0,1,Y'all bitches better stop the madness .....
23507,3,0,3,0,1,Y'all bitches need to sandos!
23508,3,0,3,0,1,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;
23509,3,0,3,0,1,Y'all bitches want a good dude but can't be real at all then want to blame them for their reaction to your bullshit. Grow the fuck up.
23510,3,0,3,0,1,Y'all can have Skylar Diggins. looks like a tranny to me
23511,3,0,3,0,1,"Y'all can have these so called ""bad bitches"". I'm looking for a nerd like Rocky Balboa had."
23512,3,0,3,0,1,"Y'all can say ""Imma make it way farther than you.""all you want but aye I'm gonna have fun bitch so SUCK A DIIICCCKKK!!"
23513,3,0,3,0,1,Y'all dumb bitches out here FUCKING UP
23514,3,0,3,0,1,Y'all entertained by these bitch az niggas hitting women? Smh Who raised you?
23515,3,0,3,0,1,"Y'all folks basic , ya parents both racist , I'm lawyering these hoes out here , beatin cases"
23516,6,0,6,0,1,Y'all hoes believe anything though
23517,3,1,2,0,1,"Y'all hoes broke, be stealing from the mall but be flexing"
23518,3,0,3,0,1,"Y'all hoes don't need a valentine , Y'all need Jesus"
23519,3,0,3,0,1,Y'all hoes love everyday
23520,3,0,3,0,1,Y'all hoes nasty letting any body hit an eat y'all out smh
23521,3,2,1,0,0,Y'all hoes really get mad cause a nigga don't want cha
23522,9,0,9,0,1,Y'all hoes so ugh
23523,3,0,3,0,1,Y'all know what I'm thankful for..... Ya bitch lmaoo my sister funny
23524,3,0,3,0,1,Y'all lonely ass bitches sure do give out a lot of relationship advice....
23525,3,1,2,0,1,"Y'all men need to watch these ""cream pies"" bitches be having yeast infections &amp; on a 7 day monistat treatment. Know the difference"
23526,3,0,3,0,1,Y'all motha fuckas best love my foam party in July. This shit is already a bitch.
23527,6,1,5,0,1,"Y'all niggas ain't talking bout nothin.. Not a thang, not a not a thang hoe"
23528,3,1,2,0,1,Y'all pussy ass niqqa need to make some moves &amp;&amp; get up there &#128524;&#9992;&#65039;
23529,3,0,3,0,1,Y'all really risk ur lives weaving in &amp; out of traffic traveling thru two counties for some pussy?
23530,3,0,0,3,2,"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao"
23531,3,0,0,3,2,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;
23532,3,0,1,2,2,Y'all suck on flappy bird
23533,3,1,2,0,1,Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT
23534,3,0,3,0,1,Y'all trying to use The Lord to sell pussy on this corner... I already know!
23535,3,0,3,0,1,Y'all tweet the same shit everytime I get back on this bitch
23536,3,0,3,0,1,Y'all wake tf up. Y'all are pussies it's summer time turn tf up!
23537,3,1,2,0,1,Y'all weird on here. Fake hoes for attention
23538,3,0,0,3,2,YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8
23539,3,0,3,0,1,YMCMB always get caught up with strippers. Tyga actually had a child with one. Niggas get rich a buy bitches
23540,3,0,3,0,1,YOU and them bitches that you came wit
23541,3,0,3,0,1,"Ya bitch aint bad nigga, u aint got no taste"
23542,3,0,3,0,1,Ya bitch basic if she trippin off your social networks profiles.
23543,3,0,3,0,1,Ya bitch choosin http://t.co/lHvGnYZCkr
23544,3,0,3,0,1,Ya bitch got my dirty pistol in her crib uoeno it
23545,3,0,3,0,1,Ya bitch pussy good I ain't heard it .... I been in there! &#128540;&#128541;&#128541;&#128540;
23546,3,0,3,0,1,Ya bitch wnna ride with me
23547,3,0,3,0,1,Ya bitches dumb as fuck for the felon.
23548,3,0,3,0,1,Ya kno nigga got two accounts...&#128586; RT @i_EaT_PIE: When the lil bitch start Tweetin... She'll see these tweets or someone will snitch
23549,3,0,3,0,1,Ya last nicca couldn't beat it .. I hit it like a free throw!
23550,3,0,3,0,1,Ya last nicca couldn't beat it ... I hit it like a free throw!
23551,3,1,2,0,1,Ya lit stupid ass bitch I ain't fuccin witchuuuu &#128581;&#128683;
23552,3,0,3,0,1,"Ya need a real nigga shawty, so come &amp; throw that pussy shawty.
Studio"
23553,3,0,0,3,2,Ya'll take note. There ain't never tornadoes where colored folk live
23554,3,0,3,0,1,Yaaaaaas bitch
23555,3,0,3,0,1,Yaaaas bitch yaaaaaas
23556,3,0,3,0,1,"Yaaaasss, bitch! RT @xtina: In more important news... &#127926; http://t.co/Z3b8XVHUty"
23557,3,0,2,1,1,"Yaaaassss. These bitches sad !! ""@FashionNFingers: You don't like me why? ""Cause my friend don't."" &#128514;&#128514; that's basically how girls work."""
23558,3,0,3,0,1,"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl, if you gotta explain it.. 9/10 a hoe."
23559,3,0,3,0,1,Yahhhhhh bitch YAHHHH
23560,3,0,3,0,1,Yal jus fags screen shootin the shit out of my stories &#128548; http://t.co/Cm55jy52J4
23561,6,0,6,0,1,Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .
23562,3,0,3,0,1,Yall bitches be liking yall asses ate lmfao
23563,3,1,2,0,1,Yall bitches only muslim when yall hair fucked up ctfu stop that youngs!!
23564,3,0,3,0,1,Yall bitches should be girlfriends for Halloween since yall been sidechiccs all year &#128514;&#128557;&#128564;
23565,3,0,3,0,1,Yall black ass hoes aint east African
23566,3,0,3,0,1,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.
23567,3,0,3,0,1,Yall couldn't wAit till Halloween to dress up like hoes
23568,3,0,3,0,1,"Yall don't want a nigga unless other bitches want him.. 
But when you get him you get mad cuz those same bitches still want him.
&#128533;?"
23569,3,0,3,0,1,Yall hoes got nothing better to do than to gossip and play telephone.
23570,3,0,3,0,1,Yall hoes still play around with the wrong shit I see.. Smh.
23571,3,0,0,3,2,Yall know Skip Bayless is about to slit his wrists over Romo! Lol
23572,3,0,3,0,1,Yall letting these hoes fuck you with the strap after you said no?
